s_id,a_id,x,y
1050,-5,218.99,1123.38
1050,-13,1959.44,-3419.49
1050,-14,843.84,524.21
1050,-15,-2187.68,1141.26
1050,-16,-2416.46,2647.84
1050,-28,2079.62,-1287.33
1050,-34,427.46,1335.9
1050,-38,-1039.55,-679.47
1050,-53,2488.31,-3425.32
1050,-55,-1405.25,-2836.26
1050,-58,1676.58,-1930.1
1050,-66,3005.37,-322.69
1050,-67,-845.1,-907.63
1050,-68,77.17,-635.31
1050,-71,816.01,-1610.33
1050,-77,3476.44,-1461.68
1050,-79,1919.62,-3485.66
1050,-82,-2466.77,2757.15
1050,-88,461.69,221.86
1050,-94,3830.98,464.48
1050,-95,2017.3,714.57
1050,-96,-656.79,-876.06
1050,-97,943.1,-4166.41
1050,-99,-1260.15,-698.56
1050,-101,-3817.88,2316.4
1050,-113,-1769.27,-3277.79
1050,-119,-1191.13,-730.42
1050,-121,-593.69,-571.64
1050,-124,2422.47,-3411.54
1050,-131,-341.12,953.88
1050,-143,-4066.01,2017.53
1050,-144,1284.74,-2554.75
1050,-145,-220.11,-1329.59
1050,-151,316.13,-1665.84
1050,-155,-1134.66,-182.54
1050,-156,1757.26,-712.24
1050,-161,-1017.6,-1108.82
1050,-165,1670.94,-1785.1
1051,-19,-2159.1,1832.1
1051,-21,-2283.4,1588.71
1051,-31,767.12,-1653.83
1051,-32,1014.14,-1234.52
1051,-39,2805.31,-2933.49
1051,-42,886.18,-1584.18
1051,-51,2690.2,-3442.17
1051,-52,-779.81,-200.11
1051,-56,1916.24,-2173.83
1051,-62,1611,-2358.51
1051,-64,2660.15,-3590.37
1051,-72,2264.53,-3768.57
1051,-73,-1217.05,293.1
1051,-75,-1094.62,471.99
1051,-83,3077.91,-2185.62
1051,-84,1242.26,-1916.2
1051,-85,-2475.09,1734.52
1051,-87,615.03,-4317.88
1051,-89,-4021.29,823.31
1051,-93,2733.91,-3201.75
1051,-98,2040.94,-2923.13
1051,-111,-1449.55,766.1
1051,-112,-171.65,1928.64
1051,-125,-3907.21,685.49
1051,-128,1478.92,-2534.58
1051,-132,2883.9,-2777.66
1051,-133,83.16,-957.12
1051,-140,-3355.51,2934.85
1051,-148,142.83,-3932.64
1051,-153,-45.8,-585.18
1051,-157,2162.54,-2164.14
1051,-164,2011.47,-3064.74
1051,-166,2344.72,-2016.5
1058,-4,3537.67,-1136.41
1058,-12,2339.94,-539.21
1058,-13,512.56,-29.37
1058,-14,-603.04,3914.33
1058,-17,2985.88,-746.71
1058,-28,632.74,2102.79
1058,-30,2220,-731.63
1058,-38,-2486.43,2710.65
1058,-43,2381.31,-529.53
1058,-53,1041.43,-35.2
1058,-55,-2852.13,553.86
1058,-58,229.7,1460.02
1058,-66,1558.49,3067.43
1058,-67,-2291.98,2482.49
1058,-68,-1369.71,2754.81
1058,-70,2957.59,-920.76
1058,-71,-630.87,1779.79
1058,-77,2029.56,1928.43
1058,-79,472.74,-95.54
1058,-88,-985.19,3611.98
1058,-94,2384.1,3854.6
1058,-95,570.42,4104.69
1058,-96,-2103.67,2514.06
1058,-97,-503.78,-776.29
1058,-99,-2707.03,2691.56
1058,-113,-3216.15,112.32
1058,-116,2669.2,-664.83
1058,-119,-2638.01,2659.7
1058,-121,-2040.57,2818.48
1058,-124,975.59,-21.43
1058,-134,3312.86,388.11
1058,-141,3148.7,-838.05
1058,-144,-162.14,835.37
1058,-145,-1666.99,2060.53
1058,-151,-1130.75,1724.28
1058,-155,-2581.54,3207.58
1058,-156,310.38,2677.88
1058,-161,-2464.48,2281.3
1058,-165,224.06,1605.02
1058,-167,-1392.36,-1930.36
1063,-1,2973.11,-749.2
1063,-2,1066.93,-1001.88
1063,-10,1133.41,-921.59
1063,-18,-349.66,1226.97
1063,-20,1389.53,-1536.76
1063,-25,180.08,740.01
1063,-26,353.79,253.74
1063,-27,142.06,912.28
1063,-29,620.26,450.22
1063,-33,1515.79,-476.35
1063,-36,1818.13,-1876.96
1063,-46,1049.92,725.26
1063,-49,545.19,620.94
1063,-54,1461.48,1010.07
1063,-65,704.06,526.19
1063,-76,-2020.62,2486.32
1063,-86,3884.89,-399.69
1063,-90,3159.03,-2379.72
1063,-92,1166.42,-931.74
1063,-103,3798.18,-1999.69
1063,-105,2166.7,-788.34
1063,-107,-2107.14,1792
1063,-108,315.76,1121.95
1063,-110,-1872.87,2176.43
1063,-118,2150.23,-772.7
1063,-120,-1763.69,1714.02
1063,-123,-538.52,2130.76
1063,-129,4473.69,-670.78
1063,-136,563.84,1651.05
1063,-138,-3205.44,2851.21
1063,-142,2507.03,-2953.45
1063,-147,3058.33,-1967.85
1063,-152,-2519.08,2816.56
1065,-1,-3093.72,-1244.89
1065,-7,-1124.2,-2441.78
1065,-9,-829.59,-892.97
1065,-59,58.68,-1527.32
1065,-86,-2181.94,-895.38
1065,-90,-2907.8,-2875.41
1065,-103,-2268.65,-2495.39
1065,-105,-3900.13,-1284.03
1065,-118,-3916.6,-1268.4
1065,-122,-1410.62,-632.65
1065,-129,-1593.14,-1166.48
1065,-147,-3008.5,-2463.54
1068,-5,528.55,3945.93
1068,-12,4096.37,-1106.77
1068,-13,2268.99,-596.94
1068,-14,1153.4,3346.76
1068,-15,-1878.12,3963.81
1068,-28,2389.17,1535.23
1068,-30,3976.44,-1299.2
1068,-34,737.01,4158.45
1068,-38,-729.99,2143.08
1068,-43,4137.75,-1097.1
1068,-53,2797.87,-602.77
1068,-55,-1095.69,-13.71
1068,-58,1986.14,892.45
1068,-66,3314.93,2499.86
1068,-67,-535.54,1914.92
1068,-68,386.73,2187.24
1068,-71,1125.56,1212.22
1068,-77,3785.99,1360.87
1068,-79,2229.18,-663.11
1068,-88,771.25,3044.41
1068,-95,2326.86,3537.12
1068,-96,-347.23,1946.49
1068,-97,1252.66,-1343.86
1068,-99,-950.59,2123.99
1068,-113,-1459.71,-455.24
1068,-119,-881.57,2092.13
1068,-121,-284.14,2250.91
1068,-124,2732.02,-588.99
1068,-131,-31.56,3776.43
1068,-144,1594.29,267.8
1068,-145,89.45,1492.96
1068,-151,625.69,1156.71
1068,-155,-825.1,2640.01
1068,-156,2066.81,2110.31
1068,-161,-708.05,1713.73
1068,-165,1980.5,1037.45
1068,-167,364.08,-2497.93
1069,-4,1909.12,-1488.9
1069,-12,711.38,-891.7
1069,-13,-1116,-381.86
1069,-14,-2231.59,3561.84
1069,-17,1357.33,-1099.2
1069,-28,-995.82,1750.3
1069,-30,591.44,-1084.12
1069,-43,752.75,-882.02
1069,-53,-587.13,-387.69
1069,-55,-4480.69,201.37
1069,-58,-1398.85,1107.53
1069,-66,-70.06,2714.94
1069,-67,-3920.53,2130
1069,-68,-2998.26,2402.32
1069,-70,1329.03,-1273.25
1069,-71,-2259.43,1427.3
1069,-77,401,1575.94
1069,-79,-1155.82,-448.04
1069,-88,-2613.75,3259.49
1069,-94,755.54,3502.11
1069,-95,-1058.13,3752.2
1069,-96,-3732.22,2161.57
1069,-97,-2132.33,-1128.78
1069,-116,1040.65,-1017.32
1069,-121,-3669.13,2465.98
1069,-124,-652.97,-373.92
1069,-134,1684.31,35.62
1069,-141,1520.14,-1190.54
1069,-144,-1790.7,482.88
1069,-145,-3295.55,1708.04
1069,-151,-2759.3,1371.79
1069,-156,-1318.18,2325.39
1069,-161,-4093.04,1928.81
1069,-165,-1404.5,1252.53
1069,-167,-3020.91,-2282.85
1071,-45,91.1,2400.28
1071,-57,14.17,2313.36
1071,-74,394.23,2125.91
1071,-76,3796.19,247.07
1071,-107,3709.67,-447.25
1071,-110,3943.94,-62.83
1071,-114,750.23,1454.72
1071,-115,-898.38,3533.25
1071,-120,4053.12,-525.23
1071,-126,14.47,2518.57
1071,-135,-112.08,2612.6
1071,-138,2611.37,611.96
1071,-146,181.86,2409.92
1071,-152,3297.73,577.31
1071,-160,517.06,1707.96
1072,-4,865.79,-1791
1072,-12,-331.94,-1193.79
1072,-13,-2159.32,-683.96
1072,-17,314,-1401.3
1072,-28,-2039.15,1448.2
1072,-30,-451.88,-1386.22
1072,-43,-290.57,-1184.12
1072,-53,-1630.45,-689.79
1072,-58,-2442.18,805.43
1072,-66,-1113.39,2412.84
1072,-70,285.7,-1575.35
1072,-71,-3302.76,1125.2
1072,-77,-642.33,1273.85
1072,-79,-2199.14,-750.13
1072,-94,-287.78,3200.01
1072,-95,-2101.46,3450.1
1072,-97,-3175.66,-1430.88
1072,-116,-2.68,-1319.42
1072,-124,-1696.3,-676.01
1072,-134,640.98,-266.48
1072,-141,476.81,-1492.63
1072,-144,-2834.02,180.78
1072,-151,-3802.63,1069.69
1072,-156,-2361.51,2023.29
1072,-165,-2447.82,950.43
1074,-8,3203.78,-1622.14
1074,-22,2711.93,-1975.39
1074,-31,-50.27,675.56
1074,-32,196.74,1094.87
1074,-35,3087,-1402.05
1074,-39,1987.92,-604.11
1074,-40,1164.46,-2131.95
1074,-41,2216.14,-1575.32
1074,-42,68.79,745.2
1074,-44,3578.19,-393.66
1074,-51,1872.81,-1112.79
1074,-52,-1597.21,2129.28
1074,-56,1098.84,155.56
1074,-60,4142.79,187.85
1074,-62,793.61,-29.12
1074,-64,1842.76,-1260.98
1074,-72,1447.13,-1439.19
1074,-73,-2034.45,2622.48
1074,-75,-1912.01,2801.37
1074,-81,775.83,-3078.66
1074,-83,2260.51,143.76
1074,-84,424.87,413.18
1074,-87,-202.37,-1988.49
1074,-93,1916.52,-872.37
1074,-98,1223.54,-593.75
1074,-111,-2266.94,3095.48
1074,-112,-989.05,4258.03
1074,-128,661.52,-205.2
1074,-132,2066.5,-448.27
1074,-133,-734.24,1372.27
1074,-148,-674.57,-1603.25
1074,-153,-863.2,1744.2
1074,-157,1345.15,165.25
1074,-162,2684.55,-1108.33
1074,-164,1194.08,-735.35
1074,-166,1527.32,312.89
1077,-5,-610.67,3546.52
1077,-12,2957.16,-1506.19
1077,-13,1129.78,-996.36
1077,-14,14.18,2947.35
1077,-17,3603.1,-1713.7
1077,-28,1249.96,1135.81
1077,-30,2837.22,-1698.61
1077,-34,-402.2,3759.03
1077,-38,-1869.21,1743.66
1077,-43,2998.53,-1496.51
1077,-53,1658.65,-1002.19
1077,-55,-2234.91,-413.12
1077,-58,846.92,493.03
1077,-66,2175.71,2100.44
1077,-67,-1674.76,1515.5
1077,-68,-752.49,1787.82
1077,-70,3574.81,-1887.74
1077,-71,-13.65,812.8
1077,-77,2646.78,961.45
1077,-79,1089.96,-1062.53
1077,-88,-367.97,2645
1077,-94,3001.32,2887.62
1077,-95,1187.64,3137.7
1077,-96,-1486.45,1547.07
1077,-97,113.44,-1743.28
1077,-99,-2089.81,1724.57
1077,-113,-2598.92,-854.66
1077,-116,3286.42,-1631.82
1077,-119,-2020.79,1692.72
1077,-121,-1423.35,1851.49
1077,-124,1592.81,-988.41
1077,-131,-1170.78,3377.01
1077,-134,3930.08,-578.88
1077,-141,3765.92,-1805.03
1077,-144,455.08,-131.62
1077,-145,-1049.77,1093.54
1077,-151,-513.53,757.3
1077,-155,-1964.32,2240.6
1077,-156,927.6,1710.89
1077,-161,-1847.26,1314.31
1077,-165,841.28,638.03
1077,-167,-775.14,-2897.35
1088,-3,1484.55,1880.91
1088,-6,-381.25,-171.65
1088,-15,2637.48,-2845.72
1088,-16,2408.7,-1339.14
1088,-47,-1639.4,-88.99
1088,-48,76.43,3280.06
1088,-50,1378.71,3037.32
1088,-61,-785.87,1199.06
1088,-63,-2569.44,808.69
1088,-69,-260.61,-649.19
1088,-82,2358.39,-1229.83
1088,-91,1647.92,1390.29
1088,-100,-193.82,2405.04
1088,-101,1007.28,-1670.58
1088,-102,1172.92,2409.64
1088,-104,804.82,2110.12
1088,-106,1721.2,1755.57
1088,-109,-552.95,419.56
1088,-117,-2514.63,1321.85
1088,-127,229.41,3563.33
1088,-130,-3782.62,-2185.71
1088,-139,635.35,2266.36
1088,-143,759.14,-1969.45
1088,-149,477.27,-1898
1088,-150,2236.26,1236.92
1088,-154,1839.01,3010.67
1088,-158,242.29,1758.32
1088,-159,-1154.03,-2369.81
1088,-163,1016.31,1757.14
1089,-5,-95.59,1136.56
1089,-13,1644.85,-3406.31
1089,-14,529.26,537.39
1089,-15,-2502.26,1154.43
1089,-16,-2731.04,2661.02
1089,-28,1765.03,-1274.15
1089,-34,112.88,1349.07
1089,-38,-1354.13,-666.29
1089,-53,2173.73,-3412.15
1089,-55,-1719.83,-2823.08
1089,-58,1362,-1916.92
1089,-66,2690.79,-309.52
1089,-67,-1159.68,-894.46
1089,-68,-237.41,-622.13
1089,-71,501.42,-1597.16
1089,-77,3161.85,-1448.51
1089,-79,1605.04,-3472.49
1089,-82,-2781.35,2770.32
1089,-88,147.11,235.04
1089,-94,3516.39,477.66
1089,-95,1702.72,727.75
1089,-96,-971.37,-862.88
1089,-97,628.52,-4153.23
1089,-99,-1574.73,-685.39
